dt,FEX_004,FSB_095DR,FSB_078,FSB_126,FSB_130D,FPZ_06A,FSB_079,FPZ_04A,FSB_097D
2023-07-29 14:00:00.000,3.987756967544556,4.262392044067383,4.173224449157715,,4.1448073387146,5.416780948638916,7.726015090942383,6.415309429168701,3.7696032524108887
2023-07-29 15:00:00.000,3.988285541534424,4.263355255126953,4.17473030090332,,4.145524978637695,5.445032596588135,7.72392988204956,6.415632247924805,3.769588470458984
2023-07-29 16:00:00.000,3.9878430366516113,4.263598918914795,4.172622680664063,,4.145622730255127,5.44927978515625,7.722892761230469,6.415848255157471,3.769328832626343
2023-07-29 17:00:00.000,3.9874026775360094,4.263917922973633,4.176337242126465,,4.146270275115967,5.453849792480469,7.720361709594727,6.415224075317383,3.769607305526733
2023-07-29 18:00:00.000,3.98677659034729,4.265368461608887,4.172064781188965,,4.146350383758545,5.428910255432129,7.717436790466309,6.415807723999023,3.769605875015259
2023-07-29 19:00:00.000,3.987018823623657,4.264482498168945,4.175460815429688,,4.146528244018555,5.438959121704102,7.715793609619141,6.416681289672852,3.769862174987793
2023-07-29 20:00:00.000,3.9875409603118896,4.2650909423828125,4.174978256225586,,4.146347522735596,5.455824851989746,7.716352462768555,6.417806625366211,3.769769191741944
2023-07-29 21:00:00.000,3.987048387527466,4.26832389831543,4.171705722808838,,4.147346496582031,5.482364654541016,7.715348720550537,6.418493270874023,3.769433736801148
2023-07-29 22:00:00.000,3.987404346466065,4.269526481628418,4.172911643981934,,4.146658420562744,5.45358943939209,7.715470314025879,6.42255973815918,3.769432306289673
2023-07-29 23:00:00.000,3.9887051582336426,4.269525527954102,4.173953056335449,,4.147054672241211,5.426635265350342,7.714792728424072,6.42722749710083,3.769608497619629
2023-07-30 00:00:00.000,3.987191200256348,,4.172696113586426,,4.147994041442871,5.408596038818359,7.71832275390625,6.432069301605225,3.769423246383667
2023-07-30 01:00:00.000,3.987702369689941,4.275209426879883,4.17343807220459,,4.148082256317139,5.384335517883301,7.720245361328125,6.433710098266602,3.769084930419922
2023-07-30 02:00:00.000,3.988406658172608,4.276138782501221,4.1707258224487305,,4.147952079772949,5.38182258605957,7.722330570220947,6.434534549713135,3.768993139266968
2023-07-30 03:00:00.000,3.986096143722534,4.275940418243408,4.173564434051514,,4.14872407913208,5.380148887634277,7.723972320556641,6.434837341308594,3.769252061843872
2023-07-30 04:00:00.000,3.98945689201355,4.276864051818848,4.17140531539917,,4.149333953857422,5.3503031730651855,7.722491264343262,6.43401575088501,3.768729686737061
2023-07-30 05:00:00.000,3.987531900405884,4.277667999267578,4.168907165527344,,4.14937686920166,5.347560882568359,7.72513484954834,6.435141086578369,3.768739461898804
2023-07-30 06:00:00.000,3.986628293991089,4.278804779052734,4.168776035308838,,4.149510860443115,5.354621887207031,7.721887111663818,6.433239936828613,3.7691617012023926
2023-07-30 07:00:00.000,3.988572597503662,4.278794288635254,4.168430805206299,,4.149123191833496,5.341588497161865,7.724894523620605,6.43466854095459,3.769077301025391
2023-07-30 08:00:00.000,3.988230228424072,4.279561996459961,4.167774200439453,,4.149674415588379,5.327627182006836,7.726457595825195,6.43454122543335,3.7689085006713854
2023-07-30 09:00:00.000,3.987448930740357,4.28102445602417,4.170205593109131,,4.149814605712891,5.311716079711914,7.730266571044922,6.434543132781982,3.768466711044312
2023-07-30 10:00:00.000,3.989448785781861,4.281666278839111,4.1695051193237305,,4.1502861976623535,5.296688079833984,7.733753681182861,6.434630870819092,3.768553256988525
2023-07-30 11:00:00.000,3.986926794052124,4.282065391540527,4.171455383300781,,4.150368690490723,5.276028633117676,7.73567533493042,6.434718132019043,3.768555879592896
2023-07-30 12:00:00.000,3.986356496810913,4.2825927734375,4.170725345611572,,4.150156021118164,5.269566059112549,7.738607883453369,6.435714721679688,3.768214225769043
2023-07-30 13:00:00.000,3.987613677978516,4.283556938171387,4.171236991882324,,4.150539398193359,5.260395526885986,7.738205909729004,6.435671806335449,3.7677834033966064
2023-07-30 14:00:00.000,3.987704038619995,4.283883094787598,4.170418739318848,,4.150804996490479,5.252954483032227,7.739209175109863,6.435804843902588,3.7679505348205566
2023-07-30 15:00:00.000,3.9877002239227295,4.284243583679199,4.172712326049805,,4.150707244873047,5.261395454406738,7.741093635559082,6.436151027679443,3.7677793502807617
2023-07-30 16:00:00.000,3.986870765686035,4.2847676277160645,4.169388771057129,,4.150581359863281,5.261446952819824,7.741093158721924,6.437364101409912,3.767767429351807
2023-07-30 17:00:00.000,3.98700475692749,4.285859107971191,4.168437004089356,,4.151011943817139,5.267797946929932,7.740611553192139,6.4377121925354,3.767439126968384
2023-07-30 18:00:00.000,3.9869112968444815,4.2864179611206055,4.169002532958984,,4.150838851928711,5.272690773010254,7.740973472595215,6.438232421875,3.7676849365234375
2023-07-30 19:00:00.000,3.9867889881134033,4.287143707275391,4.168771743774414,,4.150893211364746,5.268043041229248,7.741253852844238,6.4378862380981445,3.7677719593048096
2023-07-30 20:00:00.000,3.987050771713257,4.287630081176758,4.167141914367676,,4.15092658996582,5.261350154876709,7.740730285644531,6.438448905944824,3.7679505348205566
2023-07-30 21:00:00.000,3.987136602401733,4.288236618041992,4.1717529296875,,4.150716781616211,5.260873317718506,7.743339061737059,6.439058303833008,3.7677760124206543
2023-07-30 22:00:00.000,3.986486196517944,4.288806438446045,4.16928768157959,,4.150841236114502,5.2594194412231445,7.746468067169189,6.439406871795654,3.768042325973511
2023-07-30 23:00:00.000,3.987300395965576,4.289173603057861,4.171588897705078,,4.1518402099609375,5.2600507736206055,7.75272274017334,6.43971061706543,3.767686605453491
2023-07-31 00:00:00.000,3.9875199794769287,,4.171590805053711,,4.15092658996582,5.263408184051514,7.755207061767578,6.439923286437988,3.767428398132324
2023-07-31 01:00:00.000,3.9864351749420166,4.288961410522461,4.169036865234375,,4.151108741760254,5.256719589233398,7.756574630737305,6.439625263214111,3.766821146011353
2023-07-31 02:00:00.000,3.986872911453247,4.288279533386231,4.16877555847168,,4.150712966918945,5.256288528442383,7.758217334747314,6.439194202423096,3.766725063323975
2023-07-31 03:00:00.000,3.986875534057617,4.289607048034668,4.169473171234131,,4.151233673095703,5.260465621948242,7.75745964050293,6.4391937255859375,3.766034364700317
2023-07-31 04:00:00.000,3.9866108894348153,4.28981876373291,4.170121669769287,,4.151620388031006,5.258522033691406,7.755894660949707,6.439112186431885,3.7664635181427
2023-07-31 05:00:00.000,3.988175392150879,4.291017532348633,4.1723713874816895,,4.151752948760986,5.257338047027588,7.756258487701416,6.438854217529297,3.766996383666992
2023-07-31 06:00:00.000,3.988048076629639,4.291633605957031,4.168740749359131,,4.151061534881592,5.254149436950684,7.754848480224609,6.43786096572876,3.766641139984131
2023-07-31 07:00:00.000,3.9865243434906006,4.291094779968262,4.169615745544434,,4.151313781738281,5.249011993408203,7.752402305603027,6.436305522918701,3.767257690429688
2023-07-31 08:00:00.000,3.986436605453491,4.2914628982543945,4.168435096740723,,4.152435302734375,5.247920989990234,7.751158714294434,6.434364318847656,3.7673416137695312
2023-07-31 09:00:00.000,3.985163450241089,4.29183292388916,4.173097610473633,,4.15162467956543,5.247040271759033,7.752480506896973,6.432551860809326,3.76690936088562
2023-07-31 10:00:00.000,3.985994338989258,4.291831016540527,4.169684410095215,,4.152085781097412,5.245713710784912,7.756336688995361,6.431904315948486,3.7665555477142334
2023-07-31 11:00:00.000,3.985299587249756,4.29085636138916,4.167186260223389,,4.151443958282471,5.24204683303833,7.757699966430664,6.432337284088135,3.766464710235596
2023-07-31 12:00:00.000,3.986241579055786,4.290657043457031,4.171158790588379,,4.151497840881348,5.237223148345947,7.760140895843506,6.432082653045654,3.765861988067627
2023-07-31 13:00:00.000,3.986379623413086,4.2911458015441895,4.169009208679199,4.191232681274414,4.15175724029541,5.227389812469482,7.76154899597168,6.432168960571289,3.765782833099365
2023-07-31 14:00:00.000,3.985871553421021,4.291101455688477,4.170091152191162,,4.15247917175293,5.222255229949951,7.76134729385376,6.433122158050537,3.765691518783569
2023-07-31 15:00:00.000,3.986516714096069,4.292073249816895,4.167542457580566,,4.151671886444092,5.2226643562316895,7.759860992431641,6.433210849761963,3.7656891345977774
2023-07-31 16:00:00.000,3.9864661693573,4.292512893676758,4.167922019958496,,4.151479721069336,5.205697536468506,7.75986385345459,6.435807228088379,3.765423536300659
2023-07-31 17:00:00.000,3.985678434371948,4.292964458465576,4.170682907104492,,4.151706695556641,5.18472957611084,7.758941173553467,6.438312530517578,3.765871047973633
2023-07-31 18:00:00.000,3.9862120151519775,4.292795181274414,4.169262409210205,,4.152133941650391,5.178444862365723,7.758737564086914,6.44017505645752,3.765781164169312
2023-07-31 19:00:00.000,3.986726999282837,4.292061805725098,4.167361259460449,,4.1522722244262695,5.182397365570068,7.762306213378906,6.440910816192627,3.765860557556152
2023-07-31 20:00:00.000,3.9864284992218018,4.292362213134766,4.166114807128906,,4.1517486572265625,5.193893432617188,7.754369735717773,6.440004348754883,3.766385078430176
2023-07-31 21:00:00.000,3.9866268634796143,4.292035102844238,4.166804790496826,,4.151711940765381,5.206892967224121,7.756054401397705,6.43970251083374,3.766209602355957
2023-07-31 22:00:00.000,3.985556125640869,4.292155742645264,4.168700218200684,,4.151837348937988,5.227244853973389,7.758623123168945,6.439488887786865,3.7660398483276367
2023-07-31 23:00:00.000,3.9865915775299072,4.292157173156738,4.167231559753418,,4.151663780212402,5.227299690246582,7.76246976852417,6.439748764038086,3.765604257583618
2023-08-01 00:00:00.000,3.9860312938690186,,4.165463447570801,,4.152170181274414,5.233075141906738,7.76611852645874,6.438798427581787,3.765945911407471
2023-08-01 01:00:00.000,3.9852395057678223,4.291790008544922,4.168532371520996,,4.152484893798828,5.240838050842285,7.769448280334473,6.43815279006958,3.762998342514038
2023-08-01 02:00:00.000,3.9848132133483887,4.292634963989258,4.169271945953369,,4.152388572692871,5.248248100280762,7.770010471343994,6.43754768371582,3.762373447418213
2023-08-01 03:00:00.000,3.985160350799561,4.292315483093262,4.1683197021484375,,4.152449607849121,5.229903221130371,7.772537708282471,6.435522079467773,3.762559175491333
2023-08-01 04:00:00.000,3.986154794692993,4.292548656463623,4.170600891113281,,4.152098655700684,5.2239203453063965,7.773537635803223,6.434441566467285,3.7623777389526367
2023-08-01 05:00:00.000,3.985671758651733,4.292270660400391,4.168616771697998,,4.15217924118042,5.223759651184082,7.773014068603516,6.4335784912109375,3.763254165649414
2023-08-01 06:00:00.000,3.985985994338989,4.292666912078857,4.168010711669922,,4.152483940124512,5.220970153808594,7.77369499206543,6.432370662689209,3.763779878616333
2023-08-01 07:00:00.000,3.986194849014282,4.292841911315918,4.17193603515625,,4.152486801147461,5.2199554443359375,7.772335529327393,6.431853294372559,3.764203786849976
2023-08-01 08:00:00.000,3.985507011413574,4.29089879989624,4.169951915740967,,4.151663780212402,5.218548774719238,7.772056579589844,6.430473804473877,3.7641327381134033
2023-08-01 09:00:00.000,3.9860999584198,4.290379524230957,4.170122146606445,,4.151957035064697,5.215802192687988,7.773258209228516,6.429784297943115,3.7637860774993896
2023-08-01 10:00:00.000,3.984932661056519,4.291704177856445,4.170987129211426,,4.152094841003418,5.2133331298828125,7.77526330947876,6.429309844970703,3.763793468475342
2023-08-01 11:00:00.000,3.986586093902588,4.290979385375977,4.168439865112305,,4.151883125305176,5.208906173706055,7.777187824249268,6.428792476654053,3.763787269592285
2023-08-01 12:00:00.000,3.9858880043029785,4.290377616882324,4.1693501472473145,,4.152133941650391,5.204658508300781,7.778711318969727,6.428493976593018,3.763352632522583
2023-08-01 13:00:00.000,3.985061645507813,4.290618419647217,4.168529510498047,,4.152579307556152,5.2054290771484375,7.779794692993164,6.428407192230225,3.763687133789064
2023-08-01 14:00:00.000,3.985755443572998,4.289653778076172,4.1683526039123535,,4.152400970458984,5.20295524597168,7.7803544998168945,6.428412914276123,3.7637722492218018
2023-08-01 15:00:00.000,3.986269950866699,4.289570331573486,4.166895866394043,,4.152427673339844,5.190105438232422,7.779190063476562,6.429967880249023,3.76317310333252
2023-08-01 16:00:00.000,3.985484123229981,4.289693355560303,4.166120529174805,,4.15252685546875,5.179615020751953,7.778794765472412,6.434291839599609,3.763942241668701
2023-08-01 17:00:00.000,3.986580610275269,4.289490699768066,4.169608116149902,,4.152303695678711,5.182680130004883,7.778550624847412,6.436929225921631,3.763862371444702
2023-08-01 18:00:00.000,3.985409736633301,4.288968563079834,4.166329860687256,,4.152741432189941,5.198694229125977,7.777542591094971,6.438444137573242,3.764124631881714
2023-08-01 19:00:00.000,3.985058069229126,4.289249897003174,4.165594100952148,,4.15251350402832,5.221532821655273,7.778226852416992,6.440085887908936,3.764214038848877
2023-08-01 20:00:00.000,3.985618352890015,4.2890825271606445,4.16839599609375,,4.15244197845459,5.227353096008301,7.779155731201172,6.440087795257568,3.763339519500733
2023-08-01 21:00:00.000,3.984019279479981,4.288119316101074,4.167367458343506,,4.152568340301514,5.238663673400879,7.778632164001465,6.440393447875977,3.764124631881714
2023-08-01 22:00:00.000,3.985366821289064,4.288968086242676,4.16701602935791,,4.152652740478516,5.24071216583252,7.777990341186523,6.440522193908691,3.76464581489563
2023-08-01 23:00:00.000,3.986361265182495,4.288368225097656,4.164421081542969,,4.153135299682617,5.249538421630859,7.782399654388428,6.439615249633789,3.7642993927001953
2023-08-02 00:00:00.000,3.985226392745972,,4.164599895477295,,4.15278434753418,5.254156112670898,7.783442497253418,6.439272880554199,3.7636001110076895
2023-08-02 01:00:00.000,3.985494613647461,4.288404941558838,4.164692401885986,,4.15300178527832,5.255095958709717,7.784207820892334,6.437804222106934,3.763691902160645
2023-08-02 02:00:00.000,3.985527515411377,4.28945255279541,4.164565086364746,,4.152741432189941,5.253549575805664,7.78785514831543,6.435775279998779,3.763079881668091
2023-08-02 03:00:00.000,3.985102653503418,4.2877960205078125,4.166201114654541,,4.153253555297852,5.237458229064941,7.788539409637451,6.434481143951416,3.763256549835205
2023-08-02 04:00:00.000,3.9854483604431152,4.288158416748047,4.165210723876953,,4.152998924255371,5.231797218322754,7.786975383758545,6.432538032531738,3.763256549835205
2023-08-02 05:00:00.000,3.986060380935669,4.286145687103272,4.164004325866699,,4.153381824493408,5.227771759033203,7.787614822387695,6.431761741638184,3.763432264328003
2023-08-02 06:00:00.000,3.985742330551148,4.284856796264648,4.164609909057617,,4.153650760650635,5.226049900054932,7.785411357879639,6.43128776550293,3.763948440551758
2023-08-02 07:00:00.000,3.9860472679138175,4.284533500671387,4.160770893096924,,4.153298854827881,5.221487045288086,7.784042358398437,6.43107271194458,3.7618703842163086
2023-08-02 08:00:00.000,3.9863553047180176,4.28521728515625,4.163701057434082,,4.1540350914001465,5.218042850494385,7.784125328063965,6.431333065032959,3.762650489807129
2023-08-02 09:00:00.000,3.983050584793091,4.285619735717773,4.163530349731445,,4.154513359069824,5.21326208114624,7.786249160766602,6.430774688720703,3.7627241611480713
2023-08-02 10:00:00.000,3.9848792552948,4.284448146820068,4.169093132019043,,4.154253959655762,5.208568572998047,7.787696361541748,6.4303879737854,3.762910842895508
2023-08-02 11:00:00.000,3.9862236976623535,4.284004211425781,4.167401313781738,,4.154126167297363,5.205653667449951,7.788740634918213,6.42987060546875,3.762726068496704
2023-08-02 12:00:00.000,3.983697891235352,4.284202575683594,4.166895866394043,,4.153730392456055,5.203446388244629,7.788495540618896,6.429527282714844,3.762915849685669
2023-08-02 13:00:00.000,3.985261917114258,4.2850494384765625,4.168230056762695,,4.153696060180664,5.201324462890625,7.790299415588379,6.429097652435303,3.76308536529541
2023-08-02 14:00:00.000,3.9840433597564697,4.283355236053467,4.167577743530273,,4.154468059539795,5.198859214782715,7.791261672973633,6.428799629211426,3.762824773788452
2023-08-02 15:00:00.000,3.985177993774414,4.282115459442139,4.168266296386719,,4.153861045837402,5.188545227050781,7.797556400299072,6.42962121963501,3.7628252506256095
2023-08-02 16:00:00.000,3.9846925735473633,4.281427383422852,4.165287017822266,,4.15451717376709,5.187171936035156,7.795755386352539,6.432432174682617,3.7629003524780273
2023-08-02 17:00:00.000,3.9861807823181152,4.280735492706299,4.16680908203125,,4.154290199279785,5.194414138793945,7.792826652526855,6.434076309204102,3.763166904449463
2023-08-02 18:00:00.000,3.986315488815308,4.279116153717041,4.166638374328613,,4.154205322265625,5.212108135223389,7.792469501495361,6.43666934967041,3.763421058654785
2023-08-02 19:00:00.000,3.985344648361206,4.279407501220703,4.168100357055664,,4.1546807289123535,5.239302635192871,7.794436931610107,6.440429210662842,3.763264417648315
2023-08-02 20:00:00.000,3.9851810932159424,4.279280662536621,4.168135643005371,,4.1546807289123535,5.237617492675781,7.794837951660156,6.4418134689331055,3.763251304626465
2023-08-02 21:00:00.000,3.9847841262817374,4.2785234451293945,4.171163082122803,,4.154946327209473,5.240013599395752,7.79427433013916,6.441859722137451,3.763340473175049
2023-08-02 22:00:00.000,3.98513126373291,4.2769060134887695,4.168698310852051,,4.154637336730957,5.245344638824463,7.796562671661377,6.441944599151611,3.7632551193237305
2023-08-02 23:00:00.000,3.985519170761109,4.27690315246582,4.165983200073242,,4.154646873474121,5.252043724060059,7.7978010177612305,6.4405622482299805,3.762901782989502
2023-08-03 00:00:00.000,3.9855146408081055,,4.16773796081543,,4.154422760009766,5.260025501251221,7.802494525909424,6.440301895141602,3.7630674839019775
2023-08-03 01:00:00.000,3.9843900203704834,4.277103900909424,4.168222904205322,,4.1549835205078125,5.269564628601074,7.802413463592529,6.4381914138793945,3.7631640434265137
2023-08-03 02:00:00.000,3.985175132751465,4.275820732116699,4.1682305335998535,,4.154728412628174,5.276264190673828,7.803292274475098,6.435686111450195,3.7629857063293457
2023-08-03 03:00:00.000,3.9846038818359375,4.277073860168457,4.166333198547363,,4.1547698974609375,5.2665181159973145,7.80373477935791,6.433570384979248,3.762909412384033
2023-08-03 04:00:00.000,3.9850261211395264,4.276699066162109,4.167669773101807,,4.154600620269775,5.238868713378906,7.805257797241211,6.432534694671631,3.7632577419281006
2023-08-03 05:00:00.000,3.986081123352051,4.276545524597168,4.164299011230469,,4.155068397521973,5.234927177429199,7.805019378662109,6.431715965270996,3.7629075050354
2023-08-03 06:00:00.000,3.985069751739502,4.275656700134277,4.167330741882324,,4.155065536499023,5.233112335205078,7.803014278411865,6.431933879852295,3.763428688049317
2023-08-03 07:00:00.000,3.985817193984986,4.273926734924316,4.169737815856934,,4.155493259429932,5.225630283355713,7.801534175872803,6.431849479675293,3.76378321647644
2023-08-03 08:00:00.000,3.9868123531341553,4.272423267364502,4.16494083404541,,4.155106067657471,5.2210235595703125,7.803092956542969,6.431117057800293,3.763333559036255
2023-08-03 09:00:00.000,3.984161853790283,4.272067070007324,4.1635589599609375,,4.155198097229004,5.214259624481201,7.804821968078613,6.4315056800842285,3.763250350952149
2023-08-03 10:00:00.000,3.9849889278411865,4.273435592651367,4.16674280166626,,4.1549835205078125,5.212179183959961,7.804540157318115,6.431207180023193,3.763512372970581
2023-08-03 11:00:00.000,3.985724925994873,4.272152900695801,4.15938663482666,,4.155797958374023,5.209445476531982,7.806663990020752,6.430645942687988,3.763177394866944
2023-08-03 12:00:00.000,3.9847240447998047,4.271981716156006,4.155619621276856,,4.154979705810547,5.2077226638793945,7.806467533111572,6.430390357971191,3.7629029750823975
2023-08-03 13:00:00.000,3.98542594909668,4.27376127243042,4.159083366394043,,4.155937194824219,5.203388214111328,7.807502746582031,6.43026065826416,3.762819290161133
2023-08-03 14:00:00.000,3.985468626022339,4.272553443908691,4.157525062561035,,4.1551008224487305,5.200732707977295,7.80690860748291,6.430653095245361,3.762911558151245
2023-08-03 15:00:00.000,3.9847731590271,4.272268295288086,4.158079147338867,,4.155582904815674,5.195871353149414,7.806141376495361,6.4300079345703125,3.7631685733795166
2023-08-03 16:00:00.000,3.986248731613159,4.2711052894592285,4.157008171081543,,4.155637264251709,5.188614368438721,7.807868480682373,6.429707050323486,3.762904405593872
2023-08-03 17:00:00.000,3.985207557678223,4.271304130554199,4.156790256500244,,4.1561055183410645,5.183577060699463,7.806908130645752,6.430228233337402,3.762819290161133
2023-08-03 18:00:00.000,3.984992265701294,4.270578384399414,4.157440185546875,,4.156012535095215,5.198830604553223,7.807990074157715,6.429666042327881,3.763079881668091
2023-08-03 19:00:00.000,3.985738277435303,4.269160270690918,4.15626859664917,,4.156024932861328,5.21222448348999,7.809070110321045,6.430400371551514,3.76281213760376
2023-08-03 20:00:00.000,3.9870660305023193,4.269284248352051,4.158431053161621,,4.155282020568848,5.222911834716797,7.808104515075684,6.430315017700195,3.763421535491944
2023-08-03 21:00:00.000,3.984855175018311,4.26936149597168,4.157435417175293,,4.1562371253967285,5.225799560546875,7.807107448577881,6.429715156555176,3.763693332672119
2023-08-03 22:00:00.000,3.985463857650757,4.269852638244629,4.158859252929688,4.164438247680664,4.156357765197754,5.230955600738525,7.808109283447266,6.430062770843506,3.763336181640625
2023-08-03 23:00:00.000,3.985470533370972,4.270819664001465,4.160324096679688,4.1624603271484375,4.156187057495117,5.231310844421387,7.810757637023926,6.430325508117676,3.7629952430725098
2023-08-04 00:00:00.000,3.985633373260498,,4.160583019256592,,4.156270980834961,5.231135368347168,7.816652297973633,6.430581569671631,3.762647867202759
2023-08-04 01:00:00.000,3.986203670501709,4.271016597747803,4.16183614730835,4.162455558776856,4.156693458557129,5.226616382598877,7.812644958496094,6.430369377136231,3.763252019882202
2023-08-04 02:00:00.000,3.986889123916626,4.270572662353516,4.16137170791626,4.163921356201172,4.156496047973633,5.20560359954834,7.812845706939697,6.429897308349609,3.763595104217529
2023-08-04 03:00:00.000,3.9858901500701904,4.269647598266602,4.165034294128418,4.163753032684326,4.1560564041137695,5.205039978027344,7.814049243927002,6.429981708526611,3.762906312942505
2023-08-04 04:00:00.000,3.98649787902832,4.267122745513916,4.16403865814209,4.16456413269043,4.1562275886535645,5.207798004150391,7.812201499938965,6.429899215698242,3.763165235519409
2023-08-04 05:00:00.000,3.9876692295074463,4.266736030578613,4.1667680740356445,4.164920806884766,4.156669616699219,5.200142860412598,7.812158584594727,6.429944515228272,3.7629027366638175
2023-08-04 06:00:00.000,3.9869773387908936,4.267314434051514,4.166924476623535,4.163269996643066,4.156571865081787,5.192666053771973,7.813844680786133,6.430290699005127,3.7624833583831774
