Date Time,Actual Conductivity (ÂµS/cm),Specific Conductivity (ÂµS/cm),Salinity (psu),Resistivity (â„¦-cm),Density (g/cmÂ³),Total Dissolved Solids (mg/L),pH (pH),pH MV (mV),ORP (mV),DO (mg/L),% Saturation Oâ‚‚ (% sat),Partial Pressure Oâ‚‚ (psi),Temperature (C),External Voltage (V),Pressure (psi),Depth (m),Level: Depth to Water (m),station_id,easting,northing
1687202340000.0,,,0.3187176287174225,,,421.7636585235596,3.665952444076538,186.2955017089844,,,0.0,0.22248258070357,,,,,,FSB_097D,1383076.16,3876266.79
1687204800000.0,,,0.3144338428974151,,,416.2838757038117,3.651864528656006,187.0441436767578,,,0.0,0.2274192878854571,,,,,,FSB_097D,1383076.16,3876266.79
1687208400000.0,,,0.3115979433059692,,,412.65252232551575,3.63514256477356,187.95489501953125,,,0.0,0.22624909669995,,,,,,FSB_097D,1383076.16,3876266.79
1687212000000.0,,,0.309874564409256,,,410.4450643062592,3.625667572021485,188.46987915039065,,,0.0,0.2267443109286377,,,,,,FSB_097D,1383076.16,3876266.79
1687215600000.0,,,0.309853196144104,,,410.4180634021759,3.62302827835083,188.61294555664065,,,0.0,0.2221019956416925,,,,,,FSB_097D,1383076.16,3876266.79
1687219200000.0,,,0.3115985989570617,,,412.6549065113067,3.620902538299561,188.72738647460935,,,0.0,0.2239751572002382,,,,,,FSB_097D,1383076.16,3876266.79
1687222800000.0,,,0.312107652425766,,,413.3071303367615,3.6212410926818848,188.70831298828125,,,0.0,0.2234240114620692,,,,,,FSB_097D,1383076.16,3876266.79
1687226400000.0,,,0.3121169805526733,,,413.3191108703613,3.622544288635254,188.63677978515625,,,0.0,0.227023230836618,,,,,,FSB_097D,1383076.16,3876266.79
1687230000000.0,,,0.3124102354049682,,,413.69470953941345,3.6437582969665527,187.47329711914065,,,0.0,0.2410850171845381,,,,,,FSB_097D,1383076.16,3876266.79
1687233600000.0,,,0.3123116791248321,,,413.5686159133911,3.6559128761291504,186.80572509765625,,,0.0,0.2620037336682739,,,,,,FSB_097D,1383076.16,3876266.79
1687237200000.0,,,0.3124982714653015,,,413.8077199459076,3.658160924911499,186.68174743652344,,,0.0,0.2594676739985105,,,,,,FSB_097D,1383076.16,3876266.79
1687240800000.0,,,0.3156096339225769,,,417.7926182746887,3.6379919052124023,187.7880096435547,,,0.0,0.273557121824908,,,,,,FSB_097D,1383076.16,3876266.79
1687244400000.0,,,0.3135435283184051,,,415.1467084884643,3.6386001110076904,187.754638671875,,,0.0,0.2654384041278536,,,,,,FSB_097D,1383076.16,3876266.79
1687248000000.0,,,0.3141371011734009,,,415.9068465232849,3.638434648513794,187.76416015625,,,0.0,0.291971404929273,,,,,,FSB_097D,1383076.16,3876266.79
1687251600000.0,,,0.3135636746883392,,,415.1725471019745,3.6462395191192623,187.33502197265625,,,0.0,0.279501868605468,,,,,,FSB_097D,1383076.16,3876266.79
1687255200000.0,,,0.3132881820201874,,,414.8196876049042,3.639639616012573,187.69741821289065,,,0.0,0.2694972466287826,,,,,,FSB_097D,1383076.16,3876266.79
1687258800000.0,,,0.3130995631217956,,,414.57805037498474,3.6380791664123535,187.78323364257812,,,0.0,0.2705775933321952,,,,,,FSB_097D,1383076.16,3876266.79
